date,ch1,ch2,hono,error
44968.84825,1.106452844,1.347615925,-0.239794122,0.1117964
44968.8486,1.104953651,1.287875455,-0.181554701,0.117620343
44968.84895,1.160208875,1.405484601,-0.243840257,0.111391787
44968.84929,1.158709682,1.345744131,-0.185600836,0.117215729
44968.84964,1.100456071,1.3451202,-0.24330259,0.111445554
44968.84999,1.155711295,1.28537973,-0.128238531,0.12295196
44968.85034,1.154212102,1.402988875,-0.247348725,0.11104094
44968.85068,1.209467326,1.402364944,-0.191401205,0.116635692
44968.85103,1.321476969,1.401741013,-0.078629047,0.127912908
44968.85138,1.376732193,1.401117081,-0.022681527,0.13350766
44968.85172,1.488741836,1.518726227,-0.028142446,0.132961568
44968.85207,1.487242642,1.518102296,-0.029019563,0.132873856
44968.85242,1.485743449,1.458361826,0.029219859,0.138697799
44968.85277,1.540998673,1.457737895,0.085167379,0.144292551
44968.85311,1.653008316,1.397997425,0.257056075,0.16148142
44968.85346,1.538000287,1.397373493,0.142529684,0.150028781
44968.85381,1.593255511,1.514982639,0.080244127,0.143800225
44968.85415,1.5350019,1.396125631,0.14077545,0.149853358
44968.8545,1.533502707,1.336385161,0.199014872,0.1556773
44968.85485,1.588757931,1.453994307,0.136729315,0.149448744
44968.8552,1.587258738,1.335137298,0.254085275,0.16118434
44968.85554,1.529005127,1.452746444,0.078150444,0.143590857
44968.85589,1.470751515,1.57035559,-0.097784387,0.125997374
44968.85624,1.412497904,1.569731658,-0.155486141,0.120227199
44968.85659,1.354244293,1.569107727,-0.213187896,0.114457023
44968.85693,1.295990682,1.509367257,-0.211773111,0.114598502
44968.85728,1.351245906,1.567859864,-0.214942129,0.1142816
44968.85763,1.179483459,1.508119394,-0.327176619,0.103058151
44968.85797,1.177984266,1.507495463,-0.328053736,0.102970439
44968.85832,1.233239491,1.506871532,-0.272106216,0.108565191
44968.85867,1.231740297,1.624480677,-0.39121641,0.096654172
44968.85902,1.286995522,1.564740208,-0.276152351,0.108160578
44968.85936,1.285496328,1.504999738,-0.217912929,0.11398452
44968.85971,1.283997135,1.622608883,-0.337023123,0.1020735
44968.86006,1.282497942,1.562868414,-0.278783702,0.107897443
44968.8604,1.224244331,1.621361021,-0.395601994,0.096215613
44968.86075,1.222745137,1.620737089,-0.396479111,0.096127902
44968.8611,1.221245944,1.56099662,-0.338239689,0.101951844
44968.86145,1.162992333,1.619489227,-0.455057982,0.090270015
44968.86179,1.218247557,1.500632218,-0.280877385,0.107688074
44968.86214,1.273502782,1.618241364,-0.343162941,0.101459519
44968.86249,1.385512424,1.558500894,-0.171274245,0.118648388
44968.86284,1.440767649,1.557876963,-0.115326725,0.12424314
44968.86318,1.382514037,1.675486109,-0.291261556,0.106649657
